Flare_ID,Date,Time (UT),flare_class,EO_tstart,EO_tpeak,EO_tend,EO_xcen,EO_ycen,depec_file
20231220184200,2023-12-20,18:42:00,C7.3,2023-12-20 18:40:00,2023-12-20 18:42:00,2023-12-20 18:44:00,,,EOVSA_20231220_C7flare
20231221212000,2023-12-21,21:20:00,C4.0,2023-12-21 21:20:10,2023-12-21 21:20:44,2023-12-21 21:22:02,,,EOVSA_20231221_C4flare
20231224164300,2023-12-24,16:43:00,M2.7,2023-12-24 16:43:08,2023-12-24 16:43:20,2023-12-24 16:47:27,,,EOVSA_20231224_M2flare
20231231190100,2023-12-31,19:01:00,M1.0,2023-12-31 19:00:52,2023-12-31 19:02:38,2023-12-31 19:05:05,,,EOVSA_20231231_M1flare
20231231203000,2023-12-31,20:30:00,C6.6,2023-12-31 20:30:24,2023-12-31 20:31:17,2023-12-31 20:36:49,,,EOVSA_20231231_C6flare
20231231214000,2023-12-31,21:40:00,X5.0,2023-12-31 21:38:04,2023-12-31 21:45:29,2023-12-31 22:04:31,,,EOVSA_20231231_X5flare
20240102181000,2024-01-02,18:10:00,M1.2,2024-01-02 18:07:41,2024-01-02 18:10:54,2024-01-02 18:13:57,-794.3,121.3,EOVSA_20240102_M1flare
20240102220100,2024-01-02,22:01:00,C1.1,2024-01-02 22:00:27,2024-01-02 22:01:13,2024-01-02 22:04:08,-771.7,92.0,EOVSA_20240102_C1flare
20240103175000,2024-01-03,17:50:00,B8.9,2024-01-03 17:49:36,2024-01-03 17:49:59,2024-01-03 17:50:33,-636.5,109.4,EOVSA_20240103_B8flare
20240103194500,2024-01-03,19:45:00,C2.1,2024-01-03 19:44:01,2024-01-03 19:43:35,2024-01-03 19:44:42,,,EOVSA_20240103_C2flare
20240106163000,2024-01-06,16:30:00,C2.4,2024-01-06 16:28:28,2024-01-06 16:29:06,2024-01-06 16:31:03,-830.3,-245.8,EOVSA_20240106_C2flare
20240106215700,2024-01-06,21:57:00,C1.8,2024-01-06 21:56:57,2024-01-06 21:57:40,2024-01-06 22:01:36,,,EOVSA_20240106_C1flare
20240110182000,2024-01-10,18:20:00,C2.8,2024-01-10 18:19:34,2024-01-10 18:20:02,2024-01-10 18:21:48,,,EOVSA_20240110_C2flare
20240110190000,2024-01-10,19:00:00,C6.5,2024-01-10 19:00:39,2024-01-10 19:02:38,2024-01-10 19:08:08,757.0,184.8,EOVSA_20240110_C6flare
20240111175100,2024-01-11,17:51:00,M1.5,2024-01-11 17:50:24,2024-01-11 17:50:54,2024-01-11 17:52:57,,,EOVSA_20240111_M1flare
20240111201200,2024-01-11,20:12:00,C7.9,2024-01-11 20:10:41,2024-01-11 20:11:51,2024-01-11 20:12:09,,,EOVSA_20240111_C7flare
20240121201200,2024-01-21,20:12:00,C5.8,2024-01-21 20:08:42,2024-01-21 20:09:16,2024-01-21 20:11:23,,,EOVSA_20240121_C5flare
20240122191800,2024-01-22,19:18:00,M1.0,2024-01-22 19:20:24,2024-01-22 19:20:51,2024-01-22 19:22:20,-237.2,510.2,EOVSA_20240122_M1flare
20240122212000,2024-01-22,21:20:00,M3.4,2024-01-22 21:19:12,2024-01-22 21:19:56,2024-01-22 21:28:11,453.2,-216.1,EOVSA_20240122_M3flare
20240122214000,2024-01-22,21:40:00,M1.6,2024-01-22 21:39:34,2024-01-22 21:41:57,2024-01-22 21:49:59,459.1,-215.2,EOVSA_20240122_M16flare
20240123163700,2024-01-23,16:37:00,M4.3,2024-01-23 16:37:48,2024-01-23 16:38:49,2024-01-23 16:48:27,570.7,-247.7,EOVSA_20240123_M4flare
20240123173800,2024-01-23,17:38:00,C7.3,2024-01-23 17:33:19,2024-01-23 17:37:44,2024-01-23 17:38:37,,,EOVSA_20240123_C7flare
20240123210300,2024-01-23,21:03:00,C4.9,2024-01-23 21:00:31,2024-01-23 21:03:04,2024-01-23 21:07:46,,,EOVSA_20240123_C4flare
20240124210800,2024-01-24,21:08:00,M1.3,2024-01-24 21:06:32,2024-01-24 21:06:23,2024-01-24 21:08:26,801.0,-229.0,EOVSA_20240124_M1flare
20240129163800,2024-01-29,16:38:00,C5.9,2024-01-29 16:36:38,2024-01-29 16:37:46,2024-01-29 16:39:40,,,EOVSA_20240129_C5flare
20240129223100,2024-01-29,22:31:00,C1.8,2024-01-29 22:30:50,2024-01-29 22:31:14,2024-01-29 22:31:50,,,EOVSA_20240129_C1flare
20240130173700,2024-01-30,17:37:00,C5.7,2024-01-30 17:36:45,2024-01-30 17:37:23,2024-01-30 17:39:13,,,EOVSA_20240130_C5flare
20240201223300,2024-02-01,22:33:00,C1.2,2024-02-01 22:32:58,2024-02-01 22:33:41,2024-02-01 22:34:34,,,EOVSA_20240201_C1flare
20240202163000,2024-02-02,16:30:00,C3.2,2024-02-02 16:29:47,2024-02-02 16:30:24,2024-02-02 16:32:07,-778.9,-295.9,EOVSA_20240202_C3flare
20240202164700,2024-02-02,16:47:00,C2.6,2024-02-02 16:47:11,2024-02-02 16:47:57,2024-02-02 16:50:27,,,EOVSA_20240202_C2flare
20240204205500,2024-02-04,20:55:00,M1.3,2024-02-04 20:55:19,2024-02-04 20:56:16,2024-02-04 21:07:28,-890.9,-293.7,EOVSA_20240204_M1flare
20240204222700,2024-02-04,22:27:00,M2.7,2024-02-04 22:25:15,2024-02-04 22:30:43,2024-02-04 22:42:51,-924.2,-219.5,EOVSA_20240204_M2flare
20240205230600,2024-02-05,23:06:00,C6.1,2024-02-05 23:02:40,2024-02-05 23:06:28,2024-02-05 23:10:46,-761.5,-245.2,EOVSA_20240205_C6flare
20240206173400,2024-02-06,17:34:00,C3.3,2024-02-06 17:30:43,2024-02-06 17:35:11,2024-02-06 17:46:13,-713.0,-186.2,EOVSA_20240206_C3flare
20240206184500,2024-02-06,18:45:00,M1.3,2024-02-06 18:39:11,2024-02-06 18:48:24,2024-02-06 18:54:27,718.5,-575.2,EOVSA_20240206_M1flare
20240207175200,2024-02-07,17:52:00,M1.4,2024-02-07 17:48:28,2024-02-07 17:52:11,2024-02-07 17:57:36,-545.8,-176.8,EOVSA_20240207_M1flare
20240207202500,2024-02-07,20:25:00,C3.4,2024-02-07 20:24:50,2024-02-07 20:25:20,2024-02-07 20:28:50,-486.2,-134.3,EOVSA_20240207_C3flare
20240208170500,2024-02-08,17:05:00,C7.0,2024-02-08 17:05:10,2024-02-08 17:05:33,2024-02-08 17:07:23,-356.2,-165.3,EOVSA_20240208_C7flare
20240208173600,2024-02-08,17:36:00,C2.4,2024-02-08 17:36:27,2024-02-08 17:36:42,2024-02-08 17:37:55,-333.6,-156.3,EOVSA_20240208_C2flare
20240208190200,2024-02-08,19:02:00,M1.3,2024-02-08 19:00:11,2024-02-08 19:01:53,2024-02-08 19:02:54,,,EOVSA_20240208_M1flare
20240208233200,2024-02-08,23:32:00,M4.0,2024-02-08 23:21:27,2024-02-08 23:32:12,2024-02-08 23:42:39,,,EOVSA_20240208_M4flare
20240209000900,2024-02-09,00:09:00,M4.0,2024-02-08 23:59:55,2024-02-09 00:16:24,2024-02-09 00:22:49,,,EOVSA_20240208_M4flare_decay
20240209172500,2024-02-09,17:25:00,C6.8,2024-02-09 17:24:58,2024-02-09 17:30:02,2024-02-09 17:32:29,-116.1,-170.9,EOVSA_20240209_C6flare
20240209175600,2024-02-09,17:56:00,M1.2,2024-02-09 17:55:27,2024-02-09 17:56:00,2024-02-09 18:02:03,-122.2,-141.9,EOVSA_20240209_M1flare
20240210181800,2024-02-10,18:18:00,C6.2,2024-02-10 18:18:01,2024-02-10 18:18:25,2024-02-10 18:21:43,41.5,-160.1,EOVSA_20240210_C6flare
20240210204600,2024-02-10,20:46:00,C2.7,2024-02-10 20:45:51,2024-02-10 20:46:49,2024-02-10 20:50:11,104.4,-173.0,EOVSA_20240210_C2flare
20240210210700,2024-02-10,21:07:00,C2.8,2024-02-10 21:06:36,2024-02-10 21:08:05,2024-02-10 21:09:24,174.5,-164.1,EOVSA_20240210_C2bflare
20240210224700,2024-02-10,22:47:00,C3.2,2024-02-10 22:46:24,2024-02-10 22:46:50,2024-02-10 22:48:54,75.6,-155.7,EOVSA_20240210_C3flare
20240210230400,2024-02-10,23:04:00,M9.0,2024-02-10 23:01:28,2024-02-10 23:04:23,2024-02-10 23:16:07,200.6,-93.0,EOVSA_20240210_M9flare
20240210235700,2024-02-10,23:57:00,C8.7,2024-02-10 23:55:00,2024-02-10 23:57:00,2024-02-10 23:59:00,200.6,-93.0,EOVSA_20240210_C8flare
20240211202000,2024-02-11,20:20:00,C2.1,2024-02-11 20:19:43,2024-02-11 20:24:53,2024-02-11 20:27:46,291.2,-173.5,EOVSA_20240211_C2flare
20240212155400,2024-02-12,15:54:00,M1.4,2024-02-12 15:45:31,2024-02-12 15:54:25,2024-02-12 15:54:37,,,EOVSA_20240212_M1flare
20240212173400,2024-02-12,17:34:00,C5.8,2024-02-12 17:33:43,2024-02-12 17:34:17,2024-02-12 17:38:58,521.8,-161.7,EOVSA_20240212_C5flare
